28,0,0,
60,0,0,
93,0,0,
125,0,0,
149,0,0,
173,0,0,
205,0,0,
229,0,0,
261,0,0,
294,0,0,
326,0,0,
350,0,0,
383,0,0,
407,0,0,
440,0,0,
464,0,0,
496,0,0,
529,0,0,
561,0,0,
594,0,0,
626,0,0,
658,0,0,
691,0,0,
723,0,0,
747,0,0,
779,0,0,
811,0,0,
837,0,0,
868,0,0,
903,0,0,
936,0,0,
960,0,0,
992,0,0,
1024,0,0,
1057,0,0,
1081,0,0,
1112,0,0,
1137,0,0,
1169,0,0,
1193,0,0,
1226,0,0,
1250,0,0,
1274,0,0,
1298,0,0,
1322,0,0,
1346,0,0,
1371,0,0,
1395,0,0,
1427,0,0,
1451,0,0,
1483,0,0,
1515,0,0,
1547,0,0,
1579,0,0,
1612,0,0,
1644,0,0,
1677,0,0,
1699,0,0,
1731,0,0,
1755,0,0,
1779,0,0,
1807,0,0,
1840,0,0,
1872,0,0,
1896,0,0,
1924,0,0,
1949,0,0,
1981,0,0,
2013,0,0,
2044,0,0,
2069,0,0,
2093,0,0,
2125,0,0,
2157,0,0,
2185,0,0,
2214,0,0,
2246,0,0,
2277,0,0,
2301,0,0,
2333,0,0,
2365,0,0,
2398,0,0,
2430,0,0,
2463,0,0,
2496,0,0,
2519,0,0,
2551,0,0,
2584,0,0,
2616,0,0,
2648,0,0,
2672,0,0,
2697,0,0,
2729,0,0,
2761,0,0,
2793,0,0,
2815,0,0,
2847,0,0,
2879,0,0,
2905,0,0,
2940,0,0,
2972,0,0,
3004,0,0,
3029,0,0,
3061,0,0,
3094,0,0,
3128,0,0,
3158,0,0,
3188,0,0,
3214,0,0,
3246,0,0,
3279,0,0,
3303,0,0,
3336,0,0,
3368,0,0,
3392,0,0,
3425,0,0,
3457,0,0,
3489,0,0,
3521,0,0,
3545,0,0,
3577,0,0,
3602,0,0,
3626,0,0,
3658,0,0,
3690,0,0,
3715,0,1,
3747,2,2,
3779,0,1,
3811,0,1,
3844,0,0,
3876,1,2,
3900,1,1,
3932,0,1,
3964,0,2,
3997,0,0,
4029,1,0,
4061,0,0,
4091,0,0,
4117,1,1,
4141,1,1,
4173,0,0,
4205,1,1,
4237,0,1,
4270,1,0,
4294,0,0,
4327,1,1,
4359,1,0,
4391,1,0,
4415,0,0,
4439,0,0,
4471,1,0,
4503,0,1,
4528,0,1,
4552,0,0,
4576,1,0,
4600,0,0,
4624,1,0,
4656,0,1,
4689,0,1,
4713,0,0,
4746,0,0,
4770,0,1,
4794,0,1,
4819,0,0,
4851,1,1,
4883,1,1,
4907,0,0,
4939,0,0,
4971,0,1,
5003,0,0,
5036,0,0,
5060,0,0,
5085,0,0,
5109,0,0,
5133,0,0,
5157,0,0,
5181,0,0,
5205,0,0,
5238,0,0,
5270,0,0,
5302,0,0,
5326,0,0,
5358,0,0,
5391,0,1,
5423,0,0,
5447,0,0,
5479,0,1,
5511,0,0,
5543,1,1,
5567,0,0,
5592,0,0,
5624,0,0,
5657,0,1,
5691,1,0,
5713,1,0,
5745,0,0,
5777,0,0,
5801,0,0,
5833,0,1,
5857,1,1,
5881,0,0,
5913,0,1,
5938,0,0,
5970,0,0,
6002,1,0,
6026,0,0,
6050,1,0,
6074,0,0,
6098,0,0,
6122,1,1,
6147,0,0,
6179,0,1,
6210,0,0,
6243,0,1,
6275,0,0,
6307,0,0,
6339,1,0,
6371,0,0,
6403,0,1,
6435,0,0,
6459,0,0,
6491,0,0,
6524,0,0,
6556,0,0,
6580,0,0,
6604,0,0,
6628,0,0,
6652,0,0,
6685,0,0,
6717,1,0,
6741,0,0,
6773,0,0,
6805,0,0,
6837,0,0,
6870,0,0,
6895,0,0,
6927,0,0,
6960,0,0,
6992,0,0,
7025,0,0,
7057,0,0,
7081,0,0,
7105,0,0,
7129,0,0,
7162,0,0,
7186,0,0,
7218,0,0,
7242,0,0,
20,0,0,
56,0,0,
89,0,0,
123,0,0,
155,0,0,
188,0,0,
222,0,0,
253,0,0,
288,0,0,
320,0,0,
351,0,0,
382,0,0,
414,0,0,
445,0,0,
476,0,0,
508,0,0,
539,0,0,
570,0,0,
602,0,0,
633,0,0,
664,0,0,
696,0,0,
727,0,0,
758,0,0,
789,0,0,
820,0,0,
851,0,0,
883,0,0,
914,0,0,
945,0,0,
977,0,0,
1010,0,0,
1041,0,0,
1072,0,0,
1104,0,0,
1135,0,0,
1167,0,0,
1198,0,0,
1230,0,0,
1263,0,0,
1290,0,0,
1322,0,0,
1354,0,0,
1389,0,0,
1421,0,0,
1449,0,0,
1479,0,0,
1506,0,0,
1538,0,0,
1569,0,0,
1600,0,0,
1632,0,0,
1663,0,0,
1688,0,0,
1722,0,0,
1753,0,0,
1785,0,0,
1818,0,0,
1839,0,0,
1870,0,0,
1901,0,0,
1933,0,0,
1964,0,0,
1995,0,0,
2027,0,0,
2058,0,0,
2090,0,0,
2121,0,0,
2152,0,0,
2183,0,0,
2215,0,0,
2246,0,0,
2277,0,0,
2309,0,0,
2340,0,0,
2371,0,0,
2403,0,0,
2434,0,0,
2466,0,0,
2496,0,0,
2528,0,0,
2559,0,0,
2590,0,0,
2622,0,0,
2653,0,0,
2684,0,0,
2716,0,0,
2747,0,0,
2779,0,0,
2810,0,0,
2842,0,0,
2873,0,0,
2897,0,0,
2921,0,0,
2952,0,0,
2983,0,0,
3015,0,0,
3046,0,0,
3073,0,0,
3111,2,2,
3142,1,1,
3172,0,1,
3203,0,0,
3234,1,0,
3266,1,0,
3297,0,0,
3329,0,0,
3360,0,0,
3392,0,0,
3423,0,0,
3454,0,0,
3485,0,0,
3517,0,0,
3548,0,0,
3580,0,0,
3611,0,0,
3642,0,0,
3674,0,0,
3705,0,0,
3736,0,0,
3768,0,0,
3799,0,0,
3831,0,0,
3862,0,0,
3893,0,0,
3925,0,0,
3956,0,0,
3988,0,0,
4020,0,0,
4051,0,0,
4082,0,0,
4114,0,0,
4145,0,0,
4176,0,0,
4208,0,0,
4239,0,0,
4270,0,0,
4302,0,0,
4334,0,0,
4365,0,0,
4396,0,0,
4428,0,0,
4459,0,0,
4490,0,0,
4522,0,0,
4553,0,0,
4584,0,0,
